MTU (CET/CEST);Day-ahead Price [EUR/MWh];Currency;BZN|DK1
24.02.2023 09:00 - 24.02.2023 10:00;10036;EUR;
24.02.2023 10:00 - 24.02.2023 11:00;9871;EUR;
24.02.2023 11:00 - 24.02.2023 12:00;9707;EUR;
24.02.2023 12:00 - 24.02.2023 13:00;9587;EUR;
24.02.2023 13:00 - 24.02.2023 14:00;9232;EUR;
24.02.2023 14:00 - 24.02.2023 15:00;9154;EUR;
24.02.2023 15:00 - 24.02.2023 16:00;9125;EUR;
24.02.2023 16:00 - 24.02.2023 17:00;9583;EUR;
24.02.2023 17:00 - 24.02.2023 18:00;9743;EUR;
24.02.2023 18:00 - 24.02.2023 19:00;9654;EUR;
24.02.2023 19:00 - 24.02.2023 20:00;8901;EUR;
24.02.2023 20:00 - 24.02.2023 21:00;8732;EUR;
24.02.2023 21:00 - 24.02.2023 22:00;8949;EUR;
24.02.2023 22:00 - 24.02.2023 23:00;8747;EUR;
24.02.2023 23:00 - 25.02.2023 00:00;7858;EUR;
25.02.2023 00:00 - 25.02.2023 01:00;9052;EUR;
25.02.2023 01:00 - 25.02.2023 02:00;8314;EUR;
25.02.2023 02:00 - 25.02.2023 03:00;7893;EUR;
25.02.2023 03:00 - 25.02.2023 04:00;7523;EUR;
25.02.2023 04:00 - 25.02.2023 05:00;8203;EUR;
25.02.2023 05:00 - 25.02.2023 06:00;7797;EUR;
25.02.2023 06:00 - 25.02.2023 07:00;7677;EUR;
25.02.2023 07:00 - 25.02.2023 08:00;8447;EUR;
25.02.2023 08:00 - 25.02.2023 09:00;8989;EUR;
25.02.2023 09:00 - 25.02.2023 10:00;8702;EUR;
25.02.2023 10:00 - 25.02.2023 11:00;7440;EUR;
25.02.2023 11:00 - 25.02.2023 12:00;5490;EUR;
25.02.2023 12:00 - 25.02.2023 13:00;4735;EUR;
25.02.2023 13:00 - 25.02.2023 14:00;3505;EUR;
25.02.2023 14:00 - 25.02.2023 15:00;5235;EUR;
25.02.2023 15:00 - 25.02.2023 16:00;6702;EUR;
25.02.2023 16:00 - 25.02.2023 17:00;8175;EUR;
25.02.2023 17:00 - 25.02.2023 18:00;9545;EUR;
25.02.2023 18:00 - 25.02.2023 19:00;9901;EUR;
25.02.2023 19:00 - 25.02.2023 20:00;9900;EUR;
25.02.2023 20:00 - 25.02.2023 21:00;9638;EUR;
25.02.2023 21:00 - 25.02.2023 22:00;9599;EUR;
25.02.2023 22:00 - 25.02.2023 23:00;9621;EUR;
25.02.2023 23:00 - 26.02.2023 00:00;9614;EUR;
26.02.2023 00:00 - 26.02.2023 01:00;10095;EUR;
26.02.2023 01:00 - 26.02.2023 02:00;10273;EUR;
26.02.2023 02:00 - 26.02.2023 03:00;10256;EUR;
26.02.2023 03:00 - 26.02.2023 04:00;10402;EUR;
26.02.2023 04:00 - 26.02.2023 05:00;10388;EUR;
26.02.2023 05:00 - 26.02.2023 06:00;10533;EUR;
26.02.2023 06:00 - 26.02.2023 07:00;10682;EUR;
26.02.2023 07:00 - 26.02.2023 08:00;10955;EUR;
26.02.2023 08:00 - 26.02.2023 09:00;10902;EUR;
26.02.2023 09:00 - 26.02.2023 10:00;10554;EUR;
26.02.2023 10:00 - 26.02.2023 11:00;9734;EUR;
26.02.2023 11:00 - 26.02.2023 12:00;9294;EUR;
26.02.2023 12:00 - 26.02.2023 13:00;8500;EUR;
26.02.2023 13:00 - 26.02.2023 14:00;5500;EUR;
26.02.2023 14:00 - 26.02.2023 15:00;5528;EUR;
26.02.2023 15:00 - 26.02.2023 16:00;8504;EUR;
26.02.2023 16:00 - 26.02.2023 17:00;9892;EUR;
26.02.2023 17:00 - 26.02.2023 18:00;12990;EUR;
26.02.2023 18:00 - 26.02.2023 19:00;15370;EUR;
26.02.2023 19:00 - 26.02.2023 20:00;15691;EUR;
26.02.2023 20:00 - 26.02.2023 21:00;15364;EUR;
26.02.2023 21:00 - 26.02.2023 22:00;14164;EUR;
26.02.2023 22:00 - 26.02.2023 23:00;13829;EUR;
26.02.2023 23:00 - 27.02.2023 00:00;13298;EUR;
27.02.2023 00:00 - 27.02.2023 01:00;12283;EUR;
27.02.2023 01:00 - 27.02.2023 02:00;13291;EUR;
27.02.2023 02:00 - 27.02.2023 03:00;13290;EUR;
27.02.2023 03:00 - 27.02.2023 04:00;12503;EUR;
27.02.2023 04:00 - 27.02.2023 05:00;12007;EUR;
27.02.2023 05:00 - 27.02.2023 06:00;13983;EUR;
27.02.2023 06:00 - 27.02.2023 07:00;16423;EUR;
27.02.2023 07:00 - 27.02.2023 08:00;18666;EUR;
27.02.2023 08:00 - 27.02.2023 09:00;18695;EUR;
27.02.2023 09:00 - 27.02.2023 10:00;12180;EUR;
27.02.2023 10:00 - 27.02.2023 11:00;11864;EUR;
27.02.2023 11:00 - 27.02.2023 12:00;11534;EUR;
27.02.2023 12:00 - 27.02.2023 13:00;11202;EUR;
27.02.2023 13:00 - 27.02.2023 14:00;10435;EUR;
27.02.2023 14:00 - 27.02.2023 15:00;13151;EUR;
27.02.2023 15:00 - 27.02.2023 16:00;13220;EUR;
27.02.2023 16:00 - 27.02.2023 17:00;15345;EUR;
27.02.2023 17:00 - 27.02.2023 18:00;17069;EUR;
27.02.2023 18:00 - 27.02.2023 19:00;19001;EUR;
27.02.2023 19:00 - 27.02.2023 20:00;19749;EUR;
27.02.2023 20:00 - 27.02.2023 21:00;17449;EUR;
27.02.2023 21:00 - 27.02.2023 22:00;16030;EUR;
27.02.2023 22:00 - 27.02.2023 23:00;15346;EUR;
27.02.2023 23:00 - 28.02.2023 00:00;14946;EUR;
28.02.2023 00:00 - 28.02.2023 01:00;13400;EUR;
28.02.2023 01:00 - 28.02.2023 02:00;12482;EUR;
28.02.2023 02:00 - 28.02.2023 03:00;12383;EUR;
28.02.2023 03:00 - 28.02.2023 04:00;12459;EUR;
28.02.2023 04:00 - 28.02.2023 05:00;12625;EUR;
28.02.2023 05:00 - 28.02.2023 06:00;14141;EUR;
28.02.2023 06:00 - 28.02.2023 07:00;16247;EUR;
28.02.2023 07:00 - 28.02.2023 08:00;17799;EUR;
28.02.2023 08:00 - 28.02.2023 09:00;18604;EUR;
28.02.2023 09:00 - 28.02.2023 10:00;16031;EUR;
28.02.2023 10:00 - 28.02.2023 11:00;13038;EUR;
28.02.2023 11:00 - 28.02.2023 12:00;12121;EUR;
28.02.2023 12:00 - 28.02.2023 13:00;11671;EUR;
28.02.2023 13:00 - 28.02.2023 14:00;11633;EUR;
28.02.2023 14:00 - 28.02.2023 15:00;11675;EUR;
28.02.2023 15:00 - 28.02.2023 16:00;13000;EUR;
28.02.2023 16:00 - 28.02.2023 17:00;15071;EUR;
28.02.2023 17:00 - 28.02.2023 18:00;17313;EUR;
28.02.2023 18:00 - 28.02.2023 19:00;19387;EUR;
28.02.2023 19:00 - 28.02.2023 20:00;19378;EUR;
28.02.2023 20:00 - 28.02.2023 21:00;17489;EUR;
28.02.2023 21:00 - 28.02.2023 22:00;15827;EUR;
28.02.2023 22:00 - 28.02.2023 23:00;15378;EUR;
28.02.2023 23:00 - 01.03.2023 00:00;14214;EUR;
01.03.2023 00:00 - 01.03.2023 01:00;13308;EUR;
01.03.2023 01:00 - 01.03.2023 02:00;12546;EUR;
01.03.2023 02:00 - 01.03.2023 03:00;12496;EUR;
01.03.2023 03:00 - 01.03.2023 04:00;12766;EUR;
01.03.2023 04:00 - 01.03.2023 05:00;13058;EUR;
01.03.2023 05:00 - 01.03.2023 06:00;14135;EUR;
01.03.2023 06:00 - 01.03.2023 07:00;16345;EUR;
01.03.2023 07:00 - 01.03.2023 08:00;18603;EUR;
01.03.2023 08:00 - 01.03.2023 09:00;18603;EUR;
01.03.2023 09:00 - 01.03.2023 10:00;15290;EUR;
01.03.2023 10:00 - 01.03.2023 11:00;12669;EUR;
01.03.2023 11:00 - 01.03.2023 12:00;11847;EUR;
01.03.2023 12:00 - 01.03.2023 13:00;11556;EUR;
01.03.2023 13:00 - 01.03.2023 14:00;11412;EUR;
01.03.2023 14:00 - 01.03.2023 15:00;11514;EUR;
01.03.2023 15:00 - 01.03.2023 16:00;11986;EUR;
01.03.2023 16:00 - 01.03.2023 17:00;13221;EUR;
01.03.2023 17:00 - 01.03.2023 18:00;16274;EUR;
01.03.2023 18:00 - 01.03.2023 19:00;18369;EUR;
01.03.2023 19:00 - 01.03.2023 20:00;17810;EUR;
01.03.2023 20:00 - 01.03.2023 21:00;15884;EUR;
01.03.2023 21:00 - 01.03.2023 22:00;14227;EUR;
01.03.2023 22:00 - 01.03.2023 23:00;14205;EUR;
01.03.2023 23:00 - 02.03.2023 00:00;13151;EUR;
02.03.2023 00:00 - 02.03.2023 01:00;12582;EUR;
02.03.2023 01:00 - 02.03.2023 02:00;12857;EUR;
02.03.2023 02:00 - 02.03.2023 03:00;13003;EUR;
02.03.2023 03:00 - 02.03.2023 04:00;13147;EUR;
02.03.2023 04:00 - 02.03.2023 05:00;13001;EUR;
02.03.2023 05:00 - 02.03.2023 06:00;13558;EUR;
02.03.2023 06:00 - 02.03.2023 07:00;16499;EUR;
02.03.2023 07:00 - 02.03.2023 08:00;18111;EUR;
02.03.2023 08:00 - 02.03.2023 09:00;17762;EUR;
02.03.2023 09:00 - 02.03.2023 10:00;14144;EUR;
02.03.2023 10:00 - 02.03.2023 11:00;12436;EUR;
02.03.2023 11:00 - 02.03.2023 12:00;11679;EUR;
02.03.2023 12:00 - 02.03.2023 13:00;11539;EUR;
02.03.2023 13:00 - 02.03.2023 14:00;11364;EUR;
02.03.2023 14:00 - 02.03.2023 15:00;11769;EUR;
02.03.2023 15:00 - 02.03.2023 16:00;12862;EUR;
02.03.2023 16:00 - 02.03.2023 17:00;15264;EUR;
02.03.2023 17:00 - 02.03.2023 18:00;16638;EUR;
02.03.2023 18:00 - 02.03.2023 19:00;18491;EUR;
02.03.2023 19:00 - 02.03.2023 20:00;15944;EUR;
02.03.2023 20:00 - 02.03.2023 21:00;15208;EUR;
02.03.2023 21:00 - 02.03.2023 22:00;15756;EUR;
02.03.2023 22:00 - 02.03.2023 23:00;14491;EUR;
02.03.2023 23:00 - 03.03.2023 00:00;13990;EUR;
03.03.2023 00:00 - 03.03.2023 01:00;14030;EUR;
03.03.2023 01:00 - 03.03.2023 02:00;13018;EUR;
03.03.2023 02:00 - 03.03.2023 03:00;13059;EUR;
03.03.2023 03:00 - 03.03.2023 04:00;12843;EUR;
03.03.2023 04:00 - 03.03.2023 05:00;12778;EUR;
03.03.2023 05:00 - 03.03.2023 06:00;13500;EUR;
03.03.2023 06:00 - 03.03.2023 07:00;16219;EUR;
03.03.2023 07:00 - 03.03.2023 08:00;18703;EUR;
03.03.2023 08:00 - 03.03.2023 09:00;19539;EUR;
03.03.2023 09:00 - 03.03.2023 10:00;16648;EUR;
03.03.2023 10:00 - 03.03.2023 11:00;13112;EUR;
03.03.2023 11:00 - 03.03.2023 12:00;12301;EUR;
03.03.2023 12:00 - 03.03.2023 13:00;11194;EUR;
03.03.2023 13:00 - 03.03.2023 14:00;10361;EUR;
03.03.2023 14:00 - 03.03.2023 15:00;9610;EUR;
03.03.2023 15:00 - 03.03.2023 16:00;9145;EUR;
03.03.2023 16:00 - 03.03.2023 17:00;9281;EUR;
03.03.2023 17:00 - 03.03.2023 18:00;9466;EUR;
03.03.2023 18:00 - 03.03.2023 19:00;9622;EUR;
03.03.2023 19:00 - 03.03.2023 20:00;9514;EUR;
03.03.2023 20:00 - 03.03.2023 21:00;7425;EUR;
03.03.2023 21:00 - 03.03.2023 22:00;7420;EUR;
03.03.2023 22:00 - 03.03.2023 23:00;7393;EUR;
03.03.2023 23:00 - 04.03.2023 00:00;8200;EUR;
04.03.2023 00:00 - 04.03.2023 01:00;9443;EUR;
04.03.2023 01:00 - 04.03.2023 02:00;9221;EUR;
04.03.2023 02:00 - 04.03.2023 03:00;9218;EUR;
04.03.2023 03:00 - 04.03.2023 04:00;9285;EUR;
04.03.2023 04:00 - 04.03.2023 05:00;9629;EUR;
04.03.2023 05:00 - 04.03.2023 06:00;9698;EUR;
04.03.2023 06:00 - 04.03.2023 07:00;9410;EUR;
04.03.2023 07:00 - 04.03.2023 08:00;9882;EUR;
04.03.2023 08:00 - 04.03.2023 09:00;10069;EUR;
04.03.2023 09:00 - 04.03.2023 10:00;9689;EUR;
04.03.2023 10:00 - 04.03.2023 11:00;9704;EUR;
04.03.2023 11:00 - 04.03.2023 12:00;9471;EUR;
04.03.2023 12:00 - 04.03.2023 13:00;8937;EUR;
04.03.2023 13:00 - 04.03.2023 14:00;9126;EUR;
04.03.2023 14:00 - 04.03.2023 15:00;9535;EUR;
04.03.2023 15:00 - 04.03.2023 16:00;10177;EUR;
04.03.2023 16:00 - 04.03.2023 17:00;10690;EUR;
04.03.2023 17:00 - 04.03.2023 18:00;14000;EUR;
04.03.2023 18:00 - 04.03.2023 19:00;15166;EUR;
04.03.2023 19:00 - 04.03.2023 20:00;14379;EUR;
04.03.2023 20:00 - 04.03.2023 21:00;12299;EUR;
04.03.2023 21:00 - 04.03.2023 22:00;11488;EUR;
04.03.2023 22:00 - 04.03.2023 23:00;11253;EUR;
04.03.2023 23:00 - 05.03.2023 00:00;10897;EUR;
05.03.2023 00:00 - 05.03.2023 01:00;10753;EUR;
05.03.2023 01:00 - 05.03.2023 02:00;10625;EUR;
05.03.2023 02:00 - 05.03.2023 03:00;10555;EUR;
05.03.2023 03:00 - 05.03.2023 04:00;10684;EUR;
05.03.2023 04:00 - 05.03.2023 05:00;10499;EUR;
05.03.2023 05:00 - 05.03.2023 06:00;10581;EUR;
05.03.2023 06:00 - 05.03.2023 07:00;10594;EUR;
05.03.2023 07:00 - 05.03.2023 08:00;10839;EUR;
05.03.2023 08:00 - 05.03.2023 09:00;10772;EUR;
05.03.2023 09:00 - 05.03.2023 10:00;10773;EUR;
05.03.2023 10:00 - 05.03.2023 11:00;10518;EUR;
05.03.2023 11:00 - 05.03.2023 12:00;10755;EUR;
05.03.2023 12:00 - 05.03.2023 13:00;10683;EUR;
05.03.2023 13:00 - 05.03.2023 14:00;10514;EUR;
05.03.2023 14:00 - 05.03.2023 15:00;10680;EUR;
05.03.2023 15:00 - 05.03.2023 16:00;11155;EUR;
05.03.2023 16:00 - 05.03.2023 17:00;12012;EUR;
05.03.2023 17:00 - 05.03.2023 18:00;14514;EUR;
05.03.2023 18:00 - 05.03.2023 19:00;16667;EUR;
05.03.2023 19:00 - 05.03.2023 20:00;17014;EUR;
05.03.2023 20:00 - 05.03.2023 21:00;15639;EUR;
05.03.2023 21:00 - 05.03.2023 22:00;14986;EUR;
05.03.2023 22:00 - 05.03.2023 23:00;14150;EUR;
05.03.2023 23:00 - 06.03.2023 00:00;12548;EUR;
06.03.2023 00:00 - 06.03.2023 01:00;13450;EUR;
06.03.2023 01:00 - 06.03.2023 02:00;12244;EUR;
06.03.2023 02:00 - 06.03.2023 03:00;12030;EUR;
06.03.2023 03:00 - 06.03.2023 04:00;12111;EUR;
06.03.2023 04:00 - 06.03.2023 05:00;12241;EUR;
06.03.2023 05:00 - 06.03.2023 06:00;13744;EUR;
06.03.2023 06:00 - 06.03.2023 07:00;15980;EUR;
06.03.2023 07:00 - 06.03.2023 08:00;18500;EUR;
06.03.2023 08:00 - 06.03.2023 09:00;21709;EUR;
06.03.2023 09:00 - 06.03.2023 10:00;18835;EUR;
06.03.2023 10:00 - 06.03.2023 11:00;17026;EUR;
06.03.2023 11:00 - 06.03.2023 12:00;16084;EUR;
06.03.2023 12:00 - 06.03.2023 13:00;14992;EUR;
06.03.2023 13:00 - 06.03.2023 14:00;14495;EUR;
06.03.2023 14:00 - 06.03.2023 15:00;14430;EUR;
06.03.2023 15:00 - 06.03.2023 16:00;14578;EUR;
06.03.2023 16:00 - 06.03.2023 17:00;15200;EUR;
06.03.2023 17:00 - 06.03.2023 18:00;16201;EUR;
06.03.2023 18:00 - 06.03.2023 19:00;18486;EUR;
06.03.2023 19:00 - 06.03.2023 20:00;17461;EUR;
06.03.2023 20:00 - 06.03.2023 21:00;14795;EUR;
06.03.2023 21:00 - 06.03.2023 22:00;13039;EUR;
06.03.2023 22:00 - 06.03.2023 23:00;12065;EUR;
06.03.2023 23:00 - 07.03.2023 00:00;10858;EUR;
07.03.2023 00:00 - 07.03.2023 01:00;8072;EUR;
07.03.2023 01:00 - 07.03.2023 02:00;9426;EUR;
07.03.2023 02:00 - 07.03.2023 03:00;8500;EUR;
07.03.2023 03:00 - 07.03.2023 04:00;7896;EUR;
07.03.2023 04:00 - 07.03.2023 05:00;7852;EUR;
07.03.2023 05:00 - 07.03.2023 06:00;8557;EUR;
07.03.2023 06:00 - 07.03.2023 07:00;9871;EUR;
07.03.2023 07:00 - 07.03.2023 08:00;9957;EUR;
07.03.2023 08:00 - 07.03.2023 09:00;10559;EUR;
07.03.2023 09:00 - 07.03.2023 10:00;9192;EUR;
07.03.2023 10:00 - 07.03.2023 11:00;9386;EUR;
07.03.2023 11:00 - 07.03.2023 12:00;9426;EUR;
07.03.2023 12:00 - 07.03.2023 13:00;8757;EUR;
07.03.2023 13:00 - 07.03.2023 14:00;9386;EUR;
07.03.2023 14:00 - 07.03.2023 15:00;9507;EUR;
07.03.2023 15:00 - 07.03.2023 16:00;9760;EUR;
07.03.2023 16:00 - 07.03.2023 17:00;10660;EUR;
07.03.2023 17:00 - 07.03.2023 18:00;12340;EUR;
07.03.2023 18:00 - 07.03.2023 19:00;14949;EUR;
07.03.2023 19:00 - 07.03.2023 20:00;13309;EUR;
07.03.2023 20:00 - 07.03.2023 21:00;11673;EUR;
07.03.2023 21:00 - 07.03.2023 22:00;11574;EUR;
07.03.2023 22:00 - 07.03.2023 23:00;11544;EUR;
07.03.2023 23:00 - 08.03.2023 00:00;11453;EUR;
08.03.2023 00:00 - 08.03.2023 01:00;11430;EUR;
08.03.2023 01:00 - 08.03.2023 02:00;11210;EUR;
08.03.2023 02:00 - 08.03.2023 03:00;11202;EUR;
08.03.2023 03:00 - 08.03.2023 04:00;11100;EUR;
08.03.2023 04:00 - 08.03.2023 05:00;11100;EUR;
08.03.2023 05:00 - 08.03.2023 06:00;11823;EUR;
08.03.2023 06:00 - 08.03.2023 07:00;14068;EUR;
08.03.2023 07:00 - 08.03.2023 08:00;15853;EUR;
08.03.2023 08:00 - 08.03.2023 09:00;17310;EUR;
08.03.2023 09:00 - 08.03.2023 10:00;16300;EUR;
08.03.2023 10:00 - 08.03.2023 11:00;15299;EUR;
08.03.2023 11:00 - 08.03.2023 12:00;14417;EUR;
08.03.2023 12:00 - 08.03.2023 13:00;13717;EUR;
08.03.2023 13:00 - 08.03.2023 14:00;13510;EUR;
08.03.2023 14:00 - 08.03.2023 15:00;13742;EUR;
08.03.2023 15:00 - 08.03.2023 16:00;14108;EUR;
08.03.2023 16:00 - 08.03.2023 17:00;14447;EUR;
08.03.2023 17:00 - 08.03.2023 18:00;15301;EUR;
08.03.2023 18:00 - 08.03.2023 19:00;16689;EUR;
08.03.2023 19:00 - 08.03.2023 20:00;17002;EUR;
08.03.2023 20:00 - 08.03.2023 21:00;15377;EUR;
08.03.2023 21:00 - 08.03.2023 22:00;13464;EUR;
08.03.2023 22:00 - 08.03.2023 23:00;12882;EUR;
08.03.2023 23:00 - 09.03.2023 00:00;11900;EUR;
09.03.2023 00:00 - 09.03.2023 01:00;11366;EUR;
09.03.2023 01:00 - 09.03.2023 02:00;11139;EUR;
09.03.2023 02:00 - 09.03.2023 03:00;11102;EUR;
09.03.2023 03:00 - 09.03.2023 04:00;10938;EUR;
09.03.2023 04:00 - 09.03.2023 05:00;11122;EUR;
09.03.2023 05:00 - 09.03.2023 06:00;11302;EUR;
09.03.2023 06:00 - 09.03.2023 07:00;13739;EUR;
09.03.2023 07:00 - 09.03.2023 08:00;15000;EUR;
09.03.2023 08:00 - 09.03.2023 09:00;15906;EUR;
09.03.2023 09:00 - 09.03.2023 10:00;15093;EUR;
09.03.2023 10:00 - 09.03.2023 11:00;14236;EUR;
09.03.2023 11:00 - 09.03.2023 12:00;13181;EUR;
09.03.2023 12:00 - 09.03.2023 13:00;12200;EUR;
09.03.2023 13:00 - 09.03.2023 14:00;11645;EUR;
09.03.2023 14:00 - 09.03.2023 15:00;11619;EUR;
09.03.2023 15:00 - 09.03.2023 16:00;11672;EUR;
09.03.2023 16:00 - 09.03.2023 17:00;11836;EUR;
09.03.2023 17:00 - 09.03.2023 18:00;13585;EUR;
09.03.2023 18:00 - 09.03.2023 19:00;14722;EUR;
09.03.2023 19:00 - 09.03.2023 20:00;14504;EUR;
09.03.2023 20:00 - 09.03.2023 21:00;13510;EUR;
09.03.2023 21:00 - 09.03.2023 22:00;12509;EUR;
09.03.2023 22:00 - 09.03.2023 23:00;12382;EUR;
09.03.2023 23:00 - 10.03.2023 00:00;10970;EUR;
10.03.2023 00:00 - 10.03.2023 01:00;10289;EUR;
10.03.2023 01:00 - 10.03.2023 02:00;10068;EUR;
10.03.2023 02:00 - 10.03.2023 03:00;9906;EUR;
10.03.2023 03:00 - 10.03.2023 04:00;9884;EUR;
10.03.2023 04:00 - 10.03.2023 05:00;9909;EUR;
10.03.2023 05:00 - 10.03.2023 06:00;10500;EUR;
10.03.2023 06:00 - 10.03.2023 07:00;11981;EUR;
10.03.2023 07:00 - 10.03.2023 08:00;13691;EUR;
10.03.2023 08:00 - 10.03.2023 09:00;14091;EUR;
10.03.2023 09:00 - 10.03.2023 10:00;13661;EUR;
10.03.2023 10:00 - 10.03.2023 11:00;13189;EUR;
10.03.2023 11:00 - 10.03.2023 12:00;12510;EUR;
10.03.2023 12:00 - 10.03.2023 13:00;11642;EUR;
10.03.2023 13:00 - 10.03.2023 14:00;11284;EUR;
10.03.2023 14:00 - 10.03.2023 15:00;11491;EUR;
10.03.2023 15:00 - 10.03.2023 16:00;11262;EUR;
10.03.2023 16:00 - 10.03.2023 17:00;11010;EUR;
10.03.2023 17:00 - 10.03.2023 18:00;12934;EUR;
10.03.2023 18:00 - 10.03.2023 19:00;13548;EUR;
10.03.2023 19:00 - 10.03.2023 20:00;13392;EUR;
10.03.2023 20:00 - 10.03.2023 21:00;11541;EUR;
10.03.2023 21:00 - 10.03.2023 22:00;10896;EUR;
10.03.2023 22:00 - 10.03.2023 23:00;10035;EUR;
10.03.2023 23:00 - 11.03.2023 00:00;8759;EUR;
11.03.2023 00:00 - 11.03.2023 01:00;7022;EUR;
11.03.2023 01:00 - 11.03.2023 02:00;7111;EUR;
11.03.2023 02:00 - 11.03.2023 03:00;7308;EUR;
11.03.2023 03:00 - 11.03.2023 04:00;8242;EUR;
11.03.2023 04:00 - 11.03.2023 05:00;8787;EUR;
11.03.2023 05:00 - 11.03.2023 06:00;9618;EUR;
11.03.2023 06:00 - 11.03.2023 07:00;10424;EUR;
11.03.2023 07:00 - 11.03.2023 08:00;11009;EUR;
11.03.2023 08:00 - 11.03.2023 09:00;11401;EUR;
11.03.2023 09:00 - 11.03.2023 10:00;10637;EUR;
11.03.2023 10:00 - 11.03.2023 11:00;9381;EUR;
11.03.2023 11:00 - 11.03.2023 12:00;8195;EUR;
11.03.2023 12:00 - 11.03.2023 13:00;7866;EUR;
11.03.2023 13:00 - 11.03.2023 14:00;6000;EUR;
11.03.2023 14:00 - 11.03.2023 15:00;6038;EUR;
11.03.2023 15:00 - 11.03.2023 16:00;8123;EUR;
11.03.2023 16:00 - 11.03.2023 17:00;9802;EUR;
11.03.2023 17:00 - 11.03.2023 18:00;10645;EUR;
11.03.2023 18:00 - 11.03.2023 19:00;11453;EUR;
11.03.2023 19:00 - 11.03.2023 20:00;11043;EUR;
11.03.2023 20:00 - 11.03.2023 21:00;10603;EUR;
11.03.2023 21:00 - 11.03.2023 22:00;10342;EUR;
11.03.2023 22:00 - 11.03.2023 23:00;10119;EUR;
11.03.2023 23:00 - 12.03.2023 00:00;9704;EUR;
12.03.2023 00:00 - 12.03.2023 01:00;10720;EUR;
12.03.2023 01:00 - 12.03.2023 02:00;10105;EUR;
12.03.2023 02:00 - 12.03.2023 03:00;10097;EUR;
12.03.2023 03:00 - 12.03.2023 04:00;9043;EUR;
12.03.2023 04:00 - 12.03.2023 05:00;9181;EUR;
12.03.2023 05:00 - 12.03.2023 06:00;9208;EUR;
12.03.2023 06:00 - 12.03.2023 07:00;9081;EUR;
12.03.2023 07:00 - 12.03.2023 08:00;8905;EUR;
12.03.2023 08:00 - 12.03.2023 09:00;9027;EUR;
12.03.2023 09:00 - 12.03.2023 10:00;9398;EUR;
12.03.2023 10:00 - 12.03.2023 11:00;9200;EUR;
12.03.2023 11:00 - 12.03.2023 12:00;8779;EUR;
12.03.2023 12:00 - 12.03.2023 13:00;8040;EUR;
12.03.2023 13:00 - 12.03.2023 14:00;6896;EUR;
12.03.2023 14:00 - 12.03.2023 15:00;7000;EUR;
12.03.2023 15:00 - 12.03.2023 16:00;7490;EUR;
12.03.2023 16:00 - 12.03.2023 17:00;8505;EUR;
12.03.2023 17:00 - 12.03.2023 18:00;10091;EUR;
12.03.2023 18:00 - 12.03.2023 19:00;11985;EUR;
12.03.2023 19:00 - 12.03.2023 20:00;11769;EUR;
12.03.2023 20:00 - 12.03.2023 21:00;10585;EUR;
12.03.2023 21:00 - 12.03.2023 22:00;10144;EUR;
12.03.2023 22:00 - 12.03.2023 23:00;9487;EUR;
12.03.2023 23:00 - 13.03.2023 00:00;8055;EUR;
13.03.2023 00:00 - 13.03.2023 01:00;4599;EUR;
13.03.2023 01:00 - 13.03.2023 02:00;3709;EUR;
13.03.2023 02:00 - 13.03.2023 03:00;3336;EUR;
13.03.2023 03:00 - 13.03.2023 04:00;1689;EUR;
13.03.2023 04:00 - 13.03.2023 05:00;751;EUR;
13.03.2023 05:00 - 13.03.2023 06:00;1689;EUR;
13.03.2023 06:00 - 13.03.2023 07:00;3849;EUR;
13.03.2023 07:00 - 13.03.2023 08:00;7771;EUR;
13.03.2023 08:00 - 13.03.2023 09:00;7981;EUR;
13.03.2023 09:00 - 13.03.2023 10:00;4246;EUR;
13.03.2023 10:00 - 13.03.2023 11:00;3051;EUR;
13.03.2023 11:00 - 13.03.2023 12:00;2232;EUR;
13.03.2023 12:00 - 13.03.2023 13:00;207;EUR;
13.03.2023 13:00 - 13.03.2023 14:00;-2;EUR;
13.03.2023 14:00 - 13.03.2023 15:00;-3;EUR;
13.03.2023 15:00 - 13.03.2023 16:00;26;EUR;
13.03.2023 16:00 - 13.03.2023 17:00;903;EUR;
13.03.2023 17:00 - 13.03.2023 18:00;5337;EUR;
13.03.2023 18:00 - 13.03.2023 19:00;8859;EUR;
13.03.2023 19:00 - 13.03.2023 20:00;9138;EUR;
13.03.2023 20:00 - 13.03.2023 21:00;7896;EUR;
13.03.2023 21:00 - 13.03.2023 22:00;5294;EUR;
13.03.2023 22:00 - 13.03.2023 23:00;3545;EUR;
13.03.2023 23:00 - 14.03.2023 00:00;2332;EUR;
14.03.2023 00:00 - 14.03.2023 01:00;957;EUR;
14.03.2023 01:00 - 14.03.2023 02:00;446;EUR;
14.03.2023 02:00 - 14.03.2023 03:00;400;EUR;
14.03.2023 03:00 - 14.03.2023 04:00;195;EUR;
14.03.2023 04:00 - 14.03.2023 05:00;364;EUR;
14.03.2023 05:00 - 14.03.2023 06:00;980;EUR;
14.03.2023 06:00 - 14.03.2023 07:00;4260;EUR;
14.03.2023 07:00 - 14.03.2023 08:00;9042;EUR;
14.03.2023 08:00 - 14.03.2023 09:00;9484;EUR;
14.03.2023 09:00 - 14.03.2023 10:00;8337;EUR;
14.03.2023 10:00 - 14.03.2023 11:00;7378;EUR;
14.03.2023 11:00 - 14.03.2023 12:00;6094;EUR;
14.03.2023 12:00 - 14.03.2023 13:00;5326;EUR;
