time,temperature_2m (°C),direct_radiation (W/m²),diffuse_radiation (W/m²),windspeed_10m (m/s),windspeed_100m (m/s)
2023-05-07T12:00,13.9,283.0,262.0,5.00,6.87
2023-05-07T13:00,14.6,270.0,298.0,5.03,6.93
2023-05-07T14:00,15.1,228.0,299.0,5.03,6.93
2023-05-07T15:00,15.2,262.0,230.0,5.26,7.37
2023-05-07T16:00,14.9,187.0,190.0,5.35,7.73
2023-05-07T17:00,14.4,110.0,172.0,5.20,7.48
2023-05-07T18:00,13.7,149.0,86.0,4.56,7.11
2023-05-07T19:00,12.5,49.0,50.0,3.98,7.07
2023-05-07T20:00,10.9,3.0,8.0,3.98,7.42
2023-05-07T21:00,10.1,0.0,0.0,4.17,7.77
2023-05-07T22:00,9.5,0.0,0.0,4.41,8.02
2023-05-07T23:00,8.9,0.0,0.0,4.56,8.06
2023-05-08T00:00,8.2,0.0,0.0,4.19,7.72
2023-05-08T01:00,7.5,0.0,0.0,3.88,7.47
2023-05-08T02:00,6.9,0.0,0.0,3.85,7.49
2023-05-08T03:00,6.3,0.0,0.0,4.05,7.60
2023-05-08T04:00,5.9,0.0,0.0,4.18,7.96
2023-05-08T05:00,5.7,2.0,7.0,4.46,8.23
2023-05-08T06:00,6.4,54.0,44.0,4.81,8.37
2023-05-08T07:00,7.8,171.0,74.0,4.98,7.61
2023-05-08T08:00,9.5,314.0,93.0,5.41,7.79
2023-05-08T09:00,11.1,453.0,108.0,5.82,8.11
2023-05-08T10:00,12.6,572.0,118.0,6.13,8.60
2023-05-08T11:00,13.8,658.0,125.0,5.72,7.92
2023-05-08T12:00,14.8,704.0,128.0,5.59,7.74
2023-05-08T13:00,15.5,704.0,129.0,5.55,7.60
2023-05-08T14:00,15.9,661.0,125.0,5.37,7.33
2023-05-08T15:00,16.1,578.0,117.0,5.15,7.16
2023-05-08T16:00,15.9,462.0,106.0,5.11,7.21
2023-05-08T17:00,15.5,326.0,92.0,4.94,7.35
2023-05-08T18:00,14.6,184.0,73.0,4.33,7.37
2023-05-08T19:00,13.3,63.0,46.0,4.31,8.01
2023-05-08T20:00,12.4,4.0,9.0,4.70,8.68
2023-05-08T21:00,11.5,0.0,0.0,4.80,8.93
2023-05-08T22:00,10.7,0.0,0.0,4.94,9.10
2023-05-08T23:00,10.1,0.0,0.0,5.06,9.36
2023-05-09T00:00,9.6,0.0,0.0,4.89,9.19
2023-05-09T01:00,9.1,0.0,0.0,4.82,9.26
2023-05-09T02:00,8.6,0.0,0.0,4.81,9.13
2023-05-09T03:00,8.0,0.0,0.0,4.67,8.93
2023-05-09T04:00,7.4,0.0,0.0,4.53,8.72
2023-05-09T05:00,6.9,3.0,7.0,4.47,8.63
2023-05-09T06:00,7.5,56.0,44.0,4.84,8.50
2023-05-09T07:00,8.8,173.0,73.0,5.00,7.87
2023-05-09T08:00,11.0,314.0,94.0,5.75,8.29
2023-05-09T09:00,12.5,452.0,108.0,6.11,8.58
2023-05-09T10:00,13.8,570.0,118.0,6.33,8.81
2023-05-09T11:00,14.9,655.0,125.0,5.98,8.39
2023-05-09T12:00,15.9,699.0,129.0,6.03,8.44
2023-05-09T13:00,16.7,699.0,129.0,6.18,8.59
2023-05-09T14:00,17.2,655.0,125.0,6.42,8.96
2023-05-09T15:00,17.4,571.0,119.0,6.40,9.09
2023-05-09T16:00,17.3,456.0,107.0,6.34,9.25
2023-05-09T17:00,17.0,317.0,94.0,5.80,8.92
2023-05-09T18:00,16.2,179.0,75.0,5.05,8.52
2023-05-09T19:00,15.0,62.0,47.0,5.01,9.07
2023-05-09T20:00,14.2,5.0,9.0,5.37,9.81
2023-05-09T21:00,13.4,0.0,0.0,5.42,9.96
2023-05-09T22:00,12.8,0.0,0.0,5.27,9.86
2023-05-09T23:00,12.2,0.0,0.0,5.54,10.26
2023-05-10T00:00,11.5,0.0,0.0,5.11,9.62
2023-05-10T01:00,10.9,0.0,0.0,4.83,9.23
2023-05-10T02:00,10.4,0.0,0.0,4.97,9.52
2023-05-10T03:00,10.0,0.0,0.0,5.16,9.74
2023-05-10T04:00,9.7,0.0,0.0,5.22,9.76
2023-05-10T05:00,9.5,3.0,8.0,5.24,9.65
2023-05-10T06:00,10.2,57.0,44.0,5.42,9.35
2023-05-10T07:00,11.6,172.0,73.0,5.14,8.45
2023-05-10T08:00,13.4,312.0,93.0,5.87,8.56
2023-05-10T09:00,14.9,447.0,107.0,5.95,8.45
2023-05-10T10:00,16.3,564.0,116.0,5.62,7.84
2023-05-10T11:00,17.6,649.0,122.0,4.98,6.84
2023-05-10T12:00,18.7,702.0,122.0,4.80,6.46
2023-05-10T13:00,19.8,718.0,114.0,4.74,6.55
2023-05-10T14:00,20.4,492.0,200.0,4.80,6.55
2023-05-10T15:00,20.3,210.0,250.0,4.61,6.32
2023-05-10T16:00,20.3,153.0,227.0,3.16,4.90
2023-05-10T17:00,19.5,38.0,148.0,2.01,3.71
2023-05-10T18:00,18.5,11.0,86.0,1.39,3.09
2023-05-10T19:00,17.0,13.0,42.0,1.70,3.22
2023-05-10T20:00,15.5,2.0,8.0,1.97,3.62
2023-05-10T21:00,14.2,0.0,0.0,1.94,3.63
2023-05-10T22:00,12.8,0.0,0.0,1.63,3.07
2023-05-10T23:00,12.3,0.0,0.0,1.43,1.75
2023-05-11T00:00,13.3,0.0,0.0,1.06,1.00
2023-05-11T01:00,12.9,0.0,0.0,0.89,0.57
2023-05-11T02:00,10.6,0.0,0.0,0.86,1.27
2023-05-11T03:00,10.3,0.0,0.0,1.75,3.31
2023-05-11T04:00,10.6,0.0,0.0,2.40,5.46
2023-05-11T05:00,11.1,2.0,6.0,2.95,6.49
2023-05-11T06:00,12.1,39.0,37.0,3.40,6.44
2023-05-11T07:00,13.6,70.0,84.0,3.36,5.86
2023-05-11T08:00,15.4,267.0,105.0,3.66,5.28
2023-05-11T09:00,16.6,318.0,122.0,3.94,5.42
2023-05-11T10:00,17.9,413.0,160.0,4.19,5.69
2023-05-11T11:00,19.3,609.0,141.0,5.00,6.84
2023-05-11T12:00,19.7,402.0,171.0,5.34,7.31
2023-05-11T13:00,19.8,281.0,203.0,5.34,7.39
2023-05-11T14:00,19.7,215.0,186.0,5.19,7.18
2023-05-11T15:00,19.9,284.0,156.0,4.94,7.02
2023-05-11T16:00,19.7,200.0,132.0,4.43,6.75
2023-05-11T17:00,19.3,147.0,122.0,4.24,6.82
2023-05-11T18:00,18.4,90.0,85.0,3.96,6.99
2023-05-11T19:00,17.4,38.0,45.0,3.35,6.87
2023-05-11T20:00,16.4,2.0,11.0,3.11,6.92
2023-05-11T21:00,15.5,0.0,0.0,3.20,7.16
2023-05-11T22:00,14.7,0.0,0.0,3.51,7.52
2023-05-11T23:00,14.2,0.0,0.0,3.80,8.16
2023-05-12T00:00,13.4,0.0,0.0,4.00,8.16
2023-05-12T01:00,12.7,0.0,0.0,3.91,7.98
2023-05-12T02:00,12.0,0.0,0.0,3.70,7.65
2023-05-12T03:00,11.3,0.0,0.0,3.71,7.62
2023-05-12T04:00,10.5,0.0,0.0,3.71,7.71
2023-05-12T05:00,10.1,4.0,8.0,3.81,7.81
2023-05-12T06:00,11.0,60.0,45.0,4.01,7.41
2023-05-12T07:00,12.7,174.0,75.0,4.01,6.50
2023-05-12T08:00,15.0,299.0,102.0,4.20,5.90
2023-05-12T09:00,16.7,443.0,110.0,4.24,5.94
2023-05-12T10:00,18.2,561.0,120.0,4.81,6.63
2023-05-12T11:00,19.3,640.0,128.0,4.44,5.94
2023-05-12T12:00,20.1,691.0,128.0,4.83,6.42
2023-05-12T13:00,20.6,706.0,125.0,4.72,6.42
2023-05-12T14:00,20.8,543.0,138.0,4.85,6.55
2023-05-12T15:00,20.8,435.0,143.0,4.69,6.49
2023-05-12T16:00,20.3,230.0,156.0,4.57,6.40
2023-05-12T17:00,19.7,140.0,131.0,3.90,6.17
2023-05-12T18:00,18.9,142.0,76.0,3.50,6.57
2023-05-12T19:00,17.5,53.0,45.0,3.54,7.21
2023-05-12T20:00,16.3,5.0,11.0,3.67,7.75
2023-05-12T21:00,15.1,0.0,0.0,3.55,7.94
2023-05-12T22:00,14.2,0.0,0.0,3.54,7.95
2023-05-12T23:00,13.6,0.0,0.0,3.77,8.10
2023-05-13T00:00,13.1,0.0,0.0,3.61,7.73
2023-05-13T01:00,12.5,0.0,0.0,3.50,7.50
2023-05-13T02:00,11.8,0.0,0.0,3.40,7.33
2023-05-13T03:00,11.3,0.0,0.0,3.50,7.41
2023-05-13T04:00,11.0,0.0,0.0,3.70,7.69
2023-05-13T05:00,10.7,4.0,9.0,3.80,7.86
2023-05-13T06:00,11.5,56.0,47.0,3.80,7.22
2023-05-13T07:00,13.0,164.0,76.0,3.71,6.30
2023-05-13T08:00,15.4,309.0,99.0,4.12,5.91
2023-05-13T09:00,16.8,459.0,105.0,4.24,5.83
2023-05-13T10:00,18.1,567.0,119.0,4.74,6.54
2023-05-13T11:00,19.1,663.0,124.0,4.71,6.41
2023-05-13T12:00,19.9,720.0,125.0,5.16,7.09
2023-05-13T13:00,19.9,415.0,225.0,5.28,7.22
2023-05-13T14:00,20.2,382.0,217.0,5.08,7.02
2023-05-13T15:00,20.1,211.0,206.0,4.67,6.61
2023-05-13T16:00,20.0,197.0,173.0,4.61,6.67
2023-05-13T17:00,19.6,197.0,137.0,3.83,6.17
2023-05-13T18:00,18.8,186.0,77.0,3.44,5.99
2023-05-13T19:00,17.3,70.0,50.0,2.61,5.52
2023-05-13T20:00,15.7,5.0,10.0,1.88,4.83
2023-05-13T21:00,13.9,0.0,0.0,1.75,4.34
2023-05-13T22:00,12.2,0.0,0.0,1.70,4.21
2023-05-13T23:00,10.8,0.0,0.0,1.90,4.20
2023-05-14T00:00,9.8,0.0,0.0,1.94,4.63
2023-05-14T01:00,9.1,0.0,0.0,2.06,5.01
2023-05-14T02:00,8.6,0.0,0.0,2.28,5.74
2023-05-14T03:00,8.2,0.0,0.0,2.62,6.43
2023-05-14T04:00,7.8,0.0,0.0,2.67,6.50
2023-05-14T05:00,7.8,5.0,10.0,2.90,6.61
2023-05-14T06:00,9.8,61.0,47.0,3.24,6.22
2023-05-14T07:00,13.2,174.0,75.0,2.86,5.10
2023-05-14T08:00,15.7,299.0,99.0,2.57,3.64
2023-05-14T09:00,17.4,429.0,113.0,2.35,3.20
2023-05-14T10:00,18.8,560.0,118.0,2.91,3.76
2023-05-14T11:00,19.6,623.0,119.0,3.30,4.30
2023-05-14T12:00,19.7,480.0,192.0,4.22,5.81
2023-05-14T13:00,19.5,459.0,190.0,4.72,6.32
2023-05-14T14:00,19.9,450.0,171.0,4.50,6.10
2023-05-14T15:00,19.8,229.0,195.0,4.04,5.64
2023-05-14T16:00,19.5,102.0,160.0,3.96,5.55
2023-05-14T17:00,19.2,87.0,138.0,3.61,5.10
2023-05-14T18:00,18.7,72.0,105.0,2.51,4.25
2023-05-14T19:00,17.4,43.0,46.0,1.92,4.55
2023-05-14T20:00,15.6,5.0,12.0,2.44,5.66
2023-05-14T21:00,14.6,0.0,0.0,2.55,6.04
2023-05-14T22:00,13.7,0.0,0.0,2.41,5.64
2023-05-14T23:00,12.8,0.0,0.0,2.64,5.82
2023-05-15T00:00,11.6,0.0,0.0,2.11,5.07
2023-05-15T01:00,10.5,0.0,0.0,1.58,4.05
2023-05-15T02:00,9.9,0.0,0.0,1.84,3.10
2023-05-15T03:00,9.5,0.0,0.0,1.93,2.48
2023-05-15T04:00,9.0,0.0,0.0,1.87,2.78
2023-05-15T05:00,8.9,5.0,10.0,1.71,3.56
2023-05-15T06:00,10.6,64.0,48.0,1.84,3.38
2023-05-15T07:00,13.9,146.0,87.0,1.43,2.51
2023-05-15T08:00,15.2,174.0,129.0,1.75,2.46
2023-05-15T09:00,17.4,319.0,182.0,2.19,2.95
2023-05-15T10:00,18.6,388.0,178.0,2.60,3.40
2023-05-15T11:00,18.7,330.0,207.0,2.65,3.55
2023-05-15T12:00,18.6,291.0,198.0,2.90,3.80
2023-05-15T13:00,18.8,272.0,219.0,3.31,4.40
2023-05-15T14:00,19.3,259.0,256.0,3.52,4.63
2023-05-15T15:00,19.9,404.0,188.0,3.40,4.62
2023-05-15T16:00,19.8,323.0,166.0,3.31,4.48
2023-05-15T17:00,18.9,130.0,142.0,2.67,3.88
2023-05-15T18:00,16.6,81.0,88.0,1.79,3.42
2023-05-15T19:00,15.8,30.0,47.0,1.71,3.74
2023-05-15T20:00,15.3,6.0,12.0,2.96,6.17
2023-05-15T21:00,14.1,0.0,0.0,3.34,7.02
2023-05-15T22:00,13.4,0.0,0.0,3.67,7.49
2023-05-15T23:00,13.0,0.0,0.0,4.37,8.45
2023-05-16T00:00,12.6,0.0,0.0,4.34,8.22
2023-05-16T01:00,NaN,NaN,NaN,NaN,NaN
2023-05-16T02:00,NaN,NaN,NaN,NaN,NaN
2023-05-16T03:00,NaN,NaN,NaN,NaN,NaN
2023-05-16T04:00,NaN,NaN,NaN,NaN,NaN
2023-05-16T05:00,NaN,NaN,NaN,NaN,NaN
2023-05-16T06:00,NaN,NaN,NaN,NaN,NaN
2023-05-16T07:00,NaN,NaN,NaN,NaN,NaN
2023-05-16T08:00,NaN,NaN,NaN,NaN,NaN
2023-05-16T09:00,NaN,NaN,NaN,NaN,NaN
2023-05-16T10:00,NaN,NaN,NaN,NaN,NaN
2023-05-16T11:00,NaN,NaN,NaN,NaN,NaN
2023-05-16T12:00,NaN,NaN,NaN,NaN,NaN
2023-05-16T13:00,NaN,NaN,NaN,NaN,NaN
2023-05-16T14:00,NaN,NaN,NaN,NaN,NaN
2023-05-16T15:00,NaN,NaN,NaN,NaN,NaN
2023-05-16T16:00,NaN,NaN,NaN,NaN,NaN
2023-05-16T17:00,NaN,NaN,NaN,NaN,NaN
2023-05-16T18:00,NaN,NaN,NaN,NaN,NaN
2023-05-16T19:00,NaN,NaN,NaN,NaN,NaN
2023-05-16T20:00,NaN,NaN,NaN,NaN,NaN
2023-05-16T21:00,NaN,NaN,NaN,NaN,NaN
2023-05-16T22:00,NaN,NaN,NaN,NaN,NaN
2023-05-16T23:00,NaN,NaN,NaN,NaN,NaN
2023-05-17T00:00,NaN,NaN,NaN,NaN,NaN
2023-05-17T01:00,NaN,NaN,NaN,NaN,NaN
2023-05-17T02:00,NaN,NaN,NaN,NaN,NaN
2023-05-17T03:00,NaN,NaN,NaN,NaN,NaN
2023-05-17T04:00,NaN,NaN,NaN,NaN,NaN
2023-05-17T05:00,NaN,NaN,NaN,NaN,NaN
2023-05-17T06:00,NaN,NaN,NaN,NaN,NaN
2023-05-17T07:00,NaN,NaN,NaN,NaN,NaN
2023-05-17T08:00,NaN,NaN,NaN,NaN,NaN
2023-05-17T09:00,NaN,NaN,NaN,NaN,NaN
2023-05-17T10:00,NaN,NaN,NaN,NaN,NaN
2023-05-17T11:00,NaN,NaN,NaN,NaN,NaN
2023-05-17T12:00,NaN,NaN,NaN,NaN,NaN
2023-05-17T13:00,NaN,NaN,NaN,NaN,NaN
2023-05-17T14:00,NaN,NaN,NaN,NaN,NaN
2023-05-17T15:00,NaN,NaN,NaN,NaN,NaN
2023-05-17T16:00,NaN,NaN,NaN,NaN,NaN
2023-05-17T17:00,NaN,NaN,NaN,NaN,NaN
2023-05-17T18:00,NaN,NaN,NaN,NaN,NaN
2023-05-17T19:00,NaN,NaN,NaN,NaN,NaN
2023-05-17T20:00,NaN,NaN,NaN,NaN,NaN
2023-05-17T21:00,NaN,NaN,NaN,NaN,NaN
2023-05-17T22:00,NaN,NaN,NaN,NaN,NaN
2023-05-17T23:00,NaN,NaN,NaN,NaN,NaN
2023-05-18T00:00,NaN,NaN,NaN,NaN,NaN
2023-05-18T01:00,NaN,NaN,NaN,NaN,NaN
2023-05-18T02:00,NaN,NaN,NaN,NaN,NaN
2023-05-18T03:00,NaN,NaN,NaN,NaN,NaN
2023-05-18T04:00,NaN,NaN,NaN,NaN,NaN
2023-05-18T05:00,NaN,NaN,NaN,NaN,NaN
2023-05-18T06:00,NaN,NaN,NaN,NaN,NaN
2023-05-18T07:00,NaN,NaN,NaN,NaN,NaN
2023-05-18T08:00,NaN,NaN,NaN,NaN,NaN
2023-05-18T09:00,NaN,NaN,NaN,NaN,NaN
2023-05-18T10:00,NaN,NaN,NaN,NaN,NaN
2023-05-18T11:00,NaN,NaN,NaN,NaN,NaN
2023-05-18T12:00,NaN,NaN,NaN,NaN,NaN
2023-05-18T13:00,NaN,NaN,NaN,NaN,NaN
2023-05-18T14:00,NaN,NaN,NaN,NaN,NaN
2023-05-18T15:00,NaN,NaN,NaN,NaN,NaN
2023-05-18T16:00,NaN,NaN,NaN,NaN,NaN
2023-05-18T17:00,NaN,NaN,NaN,NaN,NaN
2023-05-18T18:00,NaN,NaN,NaN,NaN,NaN
2023-05-18T19:00,NaN,NaN,NaN,NaN,NaN
2023-05-18T20:00,NaN,NaN,NaN,NaN,NaN
2023-05-18T21:00,NaN,NaN,NaN,NaN,NaN
2023-05-18T22:00,NaN,NaN,NaN,NaN,NaN
2023-05-18T23:00,NaN,NaN,NaN,NaN,NaN
2023-05-19T00:00,NaN,NaN,NaN,NaN,NaN
2023-05-19T01:00,NaN,NaN,NaN,NaN,NaN
2023-05-19T02:00,NaN,NaN,NaN,NaN,NaN
2023-05-19T03:00,NaN,NaN,NaN,NaN,NaN
2023-05-19T04:00,NaN,NaN,NaN,NaN,NaN
2023-05-19T05:00,NaN,NaN,NaN,NaN,NaN
2023-05-19T06:00,NaN,NaN,NaN,NaN,NaN
2023-05-19T07:00,NaN,NaN,NaN,NaN,NaN
2023-05-19T08:00,NaN,NaN,NaN,NaN,NaN
2023-05-19T09:00,NaN,NaN,NaN,NaN,NaN
2023-05-19T10:00,NaN,NaN,NaN,NaN,NaN
2023-05-19T11:00,NaN,NaN,NaN,NaN,NaN
2023-05-19T12:00,NaN,NaN,NaN,NaN,NaN
2023-05-19T13:00,NaN,NaN,NaN,NaN,NaN
2023-05-19T14:00,NaN,NaN,NaN,NaN,NaN
2023-05-19T15:00,NaN,NaN,NaN,NaN,NaN
2023-05-19T16:00,NaN,NaN,NaN,NaN,NaN
2023-05-19T17:00,NaN,NaN,NaN,NaN,NaN
2023-05-19T18:00,NaN,NaN,NaN,NaN,NaN
2023-05-19T19:00,NaN,NaN,NaN,NaN,NaN
2023-05-19T20:00,NaN,NaN,NaN,NaN,NaN
2023-05-19T21:00,NaN,NaN,NaN,NaN,NaN
2023-05-19T22:00,NaN,NaN,NaN,NaN,NaN
2023-05-19T23:00,NaN,NaN,NaN,NaN,NaN
2023-05-20T00:00,NaN,NaN,NaN,NaN,NaN
2023-05-20T01:00,NaN,NaN,NaN,NaN,NaN
2023-05-20T02:00,NaN,NaN,NaN,NaN,NaN
2023-05-20T03:00,NaN,NaN,NaN,NaN,NaN
2023-05-20T04:00,NaN,NaN,NaN,NaN,NaN
2023-05-20T05:00,NaN,NaN,NaN,NaN,NaN
2023-05-20T06:00,NaN,NaN,NaN,NaN,NaN
2023-05-20T07:00,NaN,NaN,NaN,NaN,NaN
2023-05-20T08:00,NaN,NaN,NaN,NaN,NaN
2023-05-20T09:00,NaN,NaN,NaN,NaN,NaN
2023-05-20T10:00,NaN,NaN,NaN,NaN,NaN
2023-05-20T11:00,NaN,NaN,NaN,NaN,NaN
2023-05-20T12:00,NaN,NaN,NaN,NaN,NaN
2023-05-20T13:00,NaN,NaN,NaN,NaN,NaN
2023-05-20T14:00,NaN,NaN,NaN,NaN,NaN
2023-05-20T15:00,NaN,NaN,NaN,NaN,NaN
2023-05-20T16:00,NaN,NaN,NaN,NaN,NaN
2023-05-20T17:00,NaN,NaN,NaN,NaN,NaN
2023-05-20T18:00,NaN,NaN,NaN,NaN,NaN
2023-05-20T19:00,NaN,NaN,NaN,NaN,NaN
2023-05-20T20:00,NaN,NaN,NaN,NaN,NaN
2023-05-20T21:00,NaN,NaN,NaN,NaN,NaN
2023-05-20T22:00,NaN,NaN,NaN,NaN,NaN
2023-05-20T23:00,NaN,NaN,NaN,NaN,NaN
2023-05-21T00:00,NaN,NaN,NaN,NaN,NaN
2023-05-21T01:00,NaN,NaN,NaN,NaN,NaN
2023-05-21T02:00,NaN,NaN,NaN,NaN,NaN
2023-05-21T03:00,NaN,NaN,NaN,NaN,NaN
2023-05-21T04:00,NaN,NaN,NaN,NaN,NaN
2023-05-21T05:00,NaN,NaN,NaN,NaN,NaN
2023-05-21T06:00,NaN,NaN,NaN,NaN,NaN
2023-05-21T07:00,NaN,NaN,NaN,NaN,NaN
2023-05-21T08:00,NaN,NaN,NaN,NaN,NaN
2023-05-21T09:00,NaN,NaN,NaN,NaN,NaN
2023-05-21T10:00,NaN,NaN,NaN,NaN,NaN
2023-05-21T11:00,NaN,NaN,NaN,NaN,NaN
2023-05-21T12:00,NaN,NaN,NaN,NaN,NaN
2023-05-21T13:00,NaN,NaN,NaN,NaN,NaN
2023-05-21T14:00,NaN,NaN,NaN,NaN,NaN
2023-05-21T15:00,NaN,NaN,NaN,NaN,NaN
2023-05-21T16:00,NaN,NaN,NaN,NaN,NaN
2023-05-21T17:00,NaN,NaN,NaN,NaN,NaN
2023-05-21T18:00,NaN,NaN,NaN,NaN,NaN
2023-05-21T19:00,NaN,NaN,NaN,NaN,NaN
2023-05-21T20:00,NaN,NaN,NaN,NaN,NaN
2023-05-21T21:00,NaN,NaN,NaN,NaN,NaN
2023-05-21T22:00,NaN,NaN,NaN,NaN,NaN
2023-05-21T23:00,NaN,NaN,NaN,NaN,NaN
2023-05-22T00:00,NaN,NaN,NaN,NaN,NaN
2023-05-22T01:00,NaN,NaN,NaN,NaN,NaN
2023-05-22T02:00,NaN,NaN,NaN,NaN,NaN
2023-05-22T03:00,NaN,NaN,NaN,NaN,NaN
2023-05-22T04:00,NaN,NaN,NaN,NaN,NaN
2023-05-22T05:00,NaN,NaN,NaN,NaN,NaN
2023-05-22T06:00,NaN,NaN,NaN,NaN,NaN
2023-05-22T07:00,NaN,NaN,NaN,NaN,NaN
2023-05-22T08:00,NaN,NaN,NaN,NaN,NaN
2023-05-22T09:00,NaN,NaN,NaN,NaN,NaN
2023-05-22T10:00,NaN,NaN,NaN,NaN,NaN
2023-05-22T11:00,NaN,NaN,NaN,NaN,NaN
2023-05-22T12:00,NaN,NaN,NaN,NaN,NaN
2023-05-22T13:00,NaN,NaN,NaN,NaN,NaN
2023-05-22T14:00,NaN,NaN,NaN,NaN,NaN
2023-05-22T15:00,NaN,NaN,NaN,NaN,NaN
2023-05-22T16:00,NaN,NaN,NaN,NaN,NaN
2023-05-22T17:00,NaN,NaN,NaN,NaN,NaN
2023-05-22T18:00,NaN,NaN,NaN,NaN,NaN
2023-05-22T19:00,NaN,NaN,NaN,NaN,NaN
2023-05-22T20:00,NaN,NaN,NaN,NaN,NaN
2023-05-22T21:00,NaN,NaN,NaN,NaN,NaN
2023-05-22T22:00,NaN,NaN,NaN,NaN,NaN
2023-05-22T23:00,NaN,NaN,NaN,NaN,NaN
